Item Name,Qty,Price (total) (USD),Item link,Notes
Screw CAD,1,$6.72,https://jlc3dp.com/3d-printing-quote?from=button,
Main Base/Clamp CAD,1,$15.67,https://jlc3dp.com/3d-printing-quote?from=button,
Top/Pen Light Holder,1,$7.65,https://jlc3dp.com/3d-printing-quote?from=button,
Shipping,1,$15.13,https://jlc3dp.com/3d-printing-quote?from=button,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Total Price (USD):,$45.17,,,
